hour,minute,day_of_week,is_weekend,door_state_encoded,door_roll_std,phone_roll_mean,phone_dom_freq,phone_entropy,type
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,1.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,1.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3
0.45000000000000007,0.711864406779661,1.0,1.0,1.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,1.0,0.8,0.4,0.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.0,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,1.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,1.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.6,0.2,0.25,0.4689955935892812,3
0.45000000000000007,0.711864406779661,1.0,1.0,1.0,0.8,0.4,1.0,0.7219280948873623,3
0.45000000000000007,0.711864406779661,1.0,1.0,0.0,0.8,0.4,1.0,0.7219280948873623,3
